"","...1","followup_fallstudyhours","followup_getwritinghelp","followup_metwithinstructor","followup_metwithfreetutor","followup_imptodowellatuoft","followup_depressed","followup_stressed","fathers_education","mothers_education","fall_meangrade_year1","exp_gradschl","agreeableness2","agreeableness","extraversion2","extraversion","study_habit"
"149",375,4,3,1,1,3,2,1,2,2,81.6666641235352,0,0.638380944728851,1,0.764242827892303,1,5
"150",378,6,5,1,8,7,3,3,6,6,77,1,1.79461526870728,1,-0.0346913151443005,0,14
"151",380,25,5,1,5,6,2,1,4,2,80,1,-1.09597039222717,0,0.284882336854935,1,11
"152",382,3,3,0,0,6,0,1,6,5,76.6666641235352,1,-1.28867614269257,0,0.604456007480621,1,3
"153",384,8,3,2,1,5,2,1,7,6,72,1,0.831086695194244,1,0.444669157266617,1,6
"154",385,15,3,0,1,7,0,2,2,5,77.5,1,0.638380944728851,1,0.604456007480621,1,4
"155",388,11,5,0,1,7,0,2,5,6,78.6666641235352,1,-1.67408752441406,0,1.2436032295227,1,6
"156",390,4,4,0,2,6,0,2,7,6,79.6666641235352,1,-3.02302742004395,0,0.924029648303986,1,6
"157",391,4,4,0,1,5,1,1,2,2,65.25,0,1.21649813652039,1,-0.0346913151443005,0,5
"158",392,15,2,0,1,7,1,2,2,2,90,1,-2.44491028785706,0,0.924029648303986,1,3
"159",393,4,5,1,8,7,2,3,2,5,89.5,0,1.40920376777649,1,-0.354264974594116,0,14
"160",394,3,2,0,5,6,1,1,1,2,79.5,1,-1.67408752441406,0,0.284882336854935,1,7
"161",396,25,5,2,2,6,3,3,6,6,68,1,-0.710559010505676,0,-0.0346913151443005,0,9
"162",403,12,3,2,2,2,1,1,6,6,71,0,-0.903264701366425,0,0.444669157266617,1,7
"163",404,2,3,2,1,6,1,1,6,6,18,1,0.638380944728851,1,0.444669157266617,1,6
"164",405,8,4,0,2,5,1,2,6,5,78,0,1.21649813652039,1,1.72296380996704,1,6
"165",406,12,2,1,2,6,1,2,0,0,73,1,-1.48138189315796,0,0.444669157266617,1,5
"166",411,30,5,0,2,7,1,1,6,6,82.3333358764648,1,-0.710559010505676,0,1.08381640911102,1,7
"167",414,3,4,0,0,7,2,3,2,6,70.5,0,0.831086695194244,1,0.764242827892303,1,4
"168",415,3,4,1,1,5,1,2,6,6,71,1,-0.517853319644928,0,0.125095501542091,1,6
"169",416,14,4,0,2,7,1,2,6,6,77,1,-0.710559010505676,0,0.284882336854935,1,6
"170",427,4,4,0,2,7,3,3,6,6,66.5,0,-1.09597039222717,0,2.84147143363953,1,6
"171",428,2,5,1,2,3,1,1,2,2,49,0,-1.28867614269257,0,0.444669157266617,1,8
"172",435,6,4,1,2,5,1,2,8,6,77,1,0.638380944728851,1,1.08381640911102,1,7
"173",440,12,4,0,5,7,2,3,0,0,74,1,-1.86679327487946,0,0.764242827892303,1,9
"174",442,11,5,2,5,6,3,2,8,7,45.75,0,0.831086695194244,1,0.444669157266617,1,12
"175",443,1,2,1,2,1,1,0,6,1,37,0,1.21649813652039,1,-0.0346913151443005,0,5
"176",444,5,2,1,2,6,2,3,6,2,82.5,1,1.21649813652039,1,0.284882336854935,1,5
"177",445,6,6,0,0,7,1,2,7,7,72.5,1,0.831086695194244,1,1.40339004993439,1,6
"178",453,15,2,2,0,6,1,2,6,6,74.75,1,0.638380944728851,1,0.444669157266617,1,4
"179",455,8,4,0,8,7,2,3,8,2,73,1,-0.517853319644928,0,0.284882336854935,1,12
"180",456,7,3,2,1,5,2,2,6,6,60,1,1.02379238605499,1,0.764242827892303,1,6
"181",457,5,2,1,2,3,1,2,6,5,51.5,1,-0.903264701366425,0,0.764242827892303,1,5
"182",458,5,4,1,0,6,1,2,7,6,81,1,-0.903264701366425,0,1.88275063037872,1,5
"183",459,2,5,2,2,3,2,2,7,6,62,0,-0.710559010505676,0,-0.354264974594116,0,9
"184",466,15,4,0,2,7,2,2,6,4,79.3333358764648,0,0.638380944728851,1,-0.354264974594116,0,6
"185",468,4,2,1,0,7,3,3,6,6,56,1,-1.09597039222717,0,1.40339004993439,1,3
"186",471,15,5,1,0,6,1,2,2,2,39,1,-0.517853319644928,0,0.284882336854935,1,6
"187",472,12,4,5,2,6,2,2,7,8,63,0,0.831086695194244,1,-0.194478139281273,0,11
"188",474,57,6,0,8,7,1,2,6,6,69,0,0.831086695194244,1,-0.194478139281273,0,14
"189",476,2,1,0,0,6,2,3,6,0,65.1999969482422,0,1.02379238605499,1,0.604456007480621,1,1
"190",482,14,4,0,2,5,3,3,6,6,40.6666679382324,0,-0.517853319644928,0,0.125095501542091,1,6
"191",485,8,3,5,2,4,1,2,1,2,69,0,0.638380944728851,1,0.764242827892303,1,10
"192",490,20,1,0,0,7,3,3,2,0,75,1,1.21649813652039,1,1.56317687034607,1,1
"193",492,6,4,1,2,7,0,2,6,2,63,1,1.98732089996338,1,-0.354264974594116,0,7
"194",500,6,4,5,1,7,2,3,8,8,58.5,1,-0.903264701366425,0,0.924029648303986,1,10
"195",501,12,4,5,2,7,3,3,6,6,64.5,1,0.831086695194244,1,-0.194478139281273,0,11
"196",503,12,5,1,0,4,1,1,7,7,73,1,-1.86679327487946,0,2.36211109161377,1,6
"197",504,25,5,1,8,6,1,1,6,6,78,1,-1.86679327487946,0,0.924029648303986,1,14
"198",505,9,2,0,0,5,2,2,7,6,70,1,0.638380944728851,1,1.40339004993439,1,2
"199",507,7,5,5,5,6,2,2,6,6,80,0,0.831086695194244,1,0.604456007480621,1,15
"200",508,5,5,0,0,5,2,2,6,6,32,0,-0.903264701366425,0,0.284882336854935,1,5
"201",512,25,6,2,1,7,1,1,3,6,74,1,-0.517853319644928,0,0.444669157266617,1,9
"202",519,2,4,0,2,7,3,3,5,5,75.5,0,-0.517853319644928,0,1.56317687034607,1,6
"203",522,21,6,5,5,7,2,3,7,8,79,1,0.831086695194244,1,-0.354264974594116,0,16
"204",523,4,3,0,0,7,2,2,6,6,85,1,-0.517853319644928,0,0.125095501542091,1,3
"205",527,6,4,0,0,6,1,2,8,8,74,1,-3.02302742004395,0,1.40339004993439,1,4
"206",531,4,5,1,0,5,1,1,6,6,64,1,-0.903264701366425,0,0.125095501542091,1,6
"207",532,35,4,2,1,7,1,3,2,2,69,1,-2.25220465660095,0,1.08381640911102,1,7
"208",533,4,4,1,5,7,3,3,6,6,80.5,1,-1.28867614269257,0,0.125095501542091,1,10
"209",534,6,5,0,8,5,1,1,5,5,69.5999984741211,1,-0.710559010505676,0,0.604456007480621,1,13
"210",535,14,4,0,0,5,2,1,8,4,74,1,-0.517853319644928,0,0.764242827892303,1,4
"211",536,5,3,0,0,5,2,3,7,5,73.6666641235352,1,-1.09597039222717,0,-0.0346913151443005,0,3
"212",538,3,4,0,0,6,1,2,5,6,5,1,1.02379238605499,1,0.125095501542091,1,4
"213",544,15,2,0,2,6,2,2,8,8,80,1,-0.903264701366425,0,1.40339004993439,1,4
"214",546,4,4,0,0,5,0,1,0,0,57,0,1.02379238605499,1,1.40339004993439,1,4
"215",548,9,5,5,5,5,1,1,4,2,67,0,-0.903264701366425,0,0.604456007480621,1,15
"216",550,15,2,0,0,5,2,2,7,7,66,1,1.02379238605499,1,1.2436032295227,1,2
"217",552,8,2,0,0,7,3,3,6,6,79.6666641235352,1,-2.05949902534485,0,1.88275063037872,1,2
"218",554,15,3,2,2,6,1,2,6,6,82.6666641235352,1,1.40920376777649,1,1.56317687034607,1,7
"219",556,15,3,0,0,7,1,3,6,7,62,1,-1.09597039222717,0,1.72296380996704,1,3
"220",557,11,6,1,5,6,1,2,5,6,81,1,-2.83032178878784,0,2.2023241519928,1,12
"221",558,38,5,2,5,7,3,2,7,7,80.3333358764648,1,-2.25220465660095,0,2.04253745079041,1,12
"222",559,4,6,1,0,5,1,2,6,6,63.5,0,-1.48138189315796,0,-0.0346913151443005,0,7
"223",560,2,4,1,0,7,1,2,2,6,68.25,1,-1.09597039222717,0,0.924029648303986,1,5
"224",561,10,1,0,0,2,0,2,7,7,61,0,1.02379238605499,1,1.56317687034607,1,1
"225",562,21,5,2,2,7,1,2,8,7,73.3333358764648,1,-3.79385042190552,0,0.284882336854935,1,9
"226",569,10,3,0,0,5,2,2,4,6,80,1,-0.517853319644928,0,-0.194478139281273,0,3
"227",572,18,2,0,0,7,2,3,6,6,78,1,1.40920376777649,1,0.764242827892303,1,2
"228",574,33,3,5,2,7,1,2,7,6,91.6666641235352,1,0.638380944728851,1,0.284882336854935,1,10
"229",575,4,4,0,1,7,2,2,4,2,47.3333320617676,1,-0.517853319644928,0,0.125095501542091,1,5
"230",576,9,4,2,2,6,2,2,6,6,73,1,-0.517853319644928,0,-0.194478139281273,0,8
"231",578,2,1,0,0,7,3,3,1,2,52.2000007629395,0,-1.28867614269257,0,0.284882336854935,1,1
"232",579,3,4,2,8,6,3,3,0,0,75,1,1.40920376777649,1,-0.0346913151443005,0,14
"233",580,3,4,8,8,3,1,2,6,7,79.5,1,-1.48138189315796,0,0.604456007480621,1,20
"234",585,6,4,2,1,7,1,1,4,4,76.5,0,-0.517853319644928,0,-0.354264974594116,0,7
"235",586,10,2,0,0,5,0,1,6,2,71,1,-0.903264701366425,0,0.604456007480621,1,2
"236",592,5,3,0,0,5,1,3,6,6,69,1,-2.83032178878784,0,1.72296380996704,1,3
"237",600,25,4,2,5,7,1,0,0,5,70.5,1,1.02379238605499,1,-0.354264974594116,0,11
"238",601,3,3,2,5,6,2,1,5,7,85,1,1.98732089996338,1,0.764242827892303,1,10
"239",603,4,2,0,0,5,2,2,8,7,53,0,-0.517853319644928,0,-0.354264974594116,0,2
"240",604,4,6,5,1,7,2,3,5,6,82,1,-0.517853319644928,0,1.08381640911102,1,12
"241",607,4,5,2,2,4,3,2,5,6,60.75,0,-1.09597039222717,0,1.08381640911102,1,9
"242",611,2,6,2,5,7,2,3,8,5,60,1,0.831086695194244,1,2.04253745079041,1,13
"243",615,15,4,1,0,7,1,2,3,2,60.5,1,-1.86679327487946,0,0.764242827892303,1,5
"244",618,10,4,2,2,6,1,2,2,2,68,0,1.02379238605499,1,0.125095501542091,1,8
"245",619,10,5,0,0,7,0,1,3,2,33,1,1.21649813652039,1,-0.194478139281273,0,5
"246",620,41,6,5,8,7,3,3,0,0,83.5,0,1.40920376777649,1,0.764242827892303,1,19
"247",622,8,5,1,0,6,1,2,6,6,49.5,1,-1.09597039222717,0,0.764242827892303,1,6
"248",623,6,4,2,2,7,3,3,8,8,78.3333358764648,1,1.21649813652039,1,1.72296380996704,1,8
"249",624,12,6,5,5,7,0,0,7,6,85.5,0,-2.05949902534485,0,1.08381640911102,1,16
"250",625,9,2,1,0,6,1,2,2,2,69.25,0,-0.517853319644928,0,1.40339004993439,1,3
"251",626,4,5,2,2,7,3,3,5,5,65.75,1,-1.48138189315796,0,0.924029648303986,1,9
"252",627,3,4,1,5,4,2,0,0,0,49.6666679382324,0,-1.28867614269257,0,0.125095501542091,1,10
"253",629,6,5,2,1,6,1,1,6,5,74.5,1,0.638380944728851,1,0.125095501542091,1,8
"254",633,14,4,5,5,6,2,2,7,4,82,1,-2.25220465660095,0,2.2023241519928,1,14
"255",637,30,4,0,0,5,3,3,0,0,61.5,0,0.638380944728851,1,2.04253745079041,1,4
"256",640,6,4,2,2,7,3,3,6,7,63.5,1,0.831086695194244,1,0.125095501542091,1,8
"257",641,2,3,1,1,6,2,3,5,5,77,1,-0.710559010505676,0,-0.354264974594116,0,5
